candidate_id,tweet_id,thread_id,customer_id,target_message,preceding_context,provisional_intent,boundary_tags,rule_coverage_tags,representative_or_targeted,context_dependent,unknown_subtype,thread_length,target_message_length,selection_reason,review_notes,is_fanout_thread
CAND_0140,2614482,2614482,739084,"Why isn't there an option to block artists if you don't want them on shuffle its annoying 
@115888 please add an option to block",,FEATURE_FEEDBACK,,,representative,False,,3,128,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0141,199164,199164,162934,@115888 When are you going to put @12583 's full Tracker album on please?,,CONTENT_CATALOG,E,,representative,False,,4,73,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): wants a specific album added to the catalog, matches the 'When's lemonade going on Spotify?' pattern.",False
CAND_0142,778555,778555,305916,Hey @115888 you should make your entire aesthetic like the mood booster playlist. 👇👇👇👇 https://t.co/5chsOhRpDJ,,FEATURE_FEEDBACK,,,representative,False,,2,110,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0143,2210887,2210887,646208,@SpotifyCares Can you add a prompt to the download button? Way too easy to hit it and lose all your music.,,FEATURE_FEEDBACK,,,representative,False,,2,106,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0144,2492522,2487416,710434,@711569 @115888 Haha. I've seen. You should see the map for Apple Music.,Customer: Hey @115888 here's a partial map of your global availability. Not a single person in Africa can access your service. Care to comment? https://t.co/Dty6hzzMJw | SpotifyCares: @710434 Hey Jonathan! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /PX | Customer: @710434 @115888 Hehe. You got a reply from an autorespond bot,UNKNOWN_OTHER,,,representative,True,irrelevant/off-topic,5,72,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): sarcastic banter about a competitor's map in a geography-availability thread, not an actionable request.",False
CAND_0145,2052028,2052028,606863,@115888 do me a solid and bring back the spotify app on LG TVs,,FEATURE_FEEDBACK,,,representative,False,,4,62,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0146,2289771,2289771,449034,@115888 @117168 Needs to bring back lyrics! &amp; should also incorporate hem to the app!,,FEATURE_FEEDBACK,,,representative,False,,2,89,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0147,426789,426789,216507,i wish there was a function to block an artist in @115888 so you avoid them popping up in your generated playlists and radios ..,,FEATURE_FEEDBACK,,,representative,False,,6,128,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0148,339551,339552,197083,@SpotifyCares if you care please add Expensive Girl by Kim Namjoon onto Spotify,Customer: expensive girl isn't on Spotify https://t.co/EfF3kyO2C4,CONTENT_CATALOG,E,,representative,True,,3,79,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): wants a specific song added to the catalog, not a product-behavior change.",False
CAND_0149,674465,674466,280852,@SpotifyCares You should also do music video support. Spotify would be a even bigger power house. 😎👌🏾,Customer: @115888 make the select a track option for iPhone the same as on the iPad. Just limit the amount of times you can select a track &amp; skip. 〽️ | SpotifyCares: @280852 Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /TC,FEATURE_FEEDBACK,,,representative,True,,5,101,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0150,2841195,2841195,790578,@SpotifyCares I have a family plan but when another registered user wants to listen my account pauses and said someone is using my account somewhere else. I also would love to change my account username to something other than a bunch of numbers,,APP_TECH_ISSUE,,multi_intent,representative,False,,4,245,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): primary complaint is a malfunctioning concurrent-session/pause behavior on a family plan; the secondary 'would love to change username' request is a minor FEATURE_FEEDBACK-flavored add-on, not the primary support need.",False
CAND_0151,1758258,1758258,529318,"@SpotifyCares If i buy spotify gift cards, does it work for the family plan?",,GENERAL_HOW_TO_INFO,,,representative,False,,5,76,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",asking whether gift cards work with family plan -- corrected from heuristic SUBSCRIPTION_BILLING,False
CAND_0152,1914366,1914366,570231,Curious how one gets the @25186 @115888 presale code... I’m a subscriber and a fan 😔,,GENERAL_HOW_TO_INFO,,,representative,False,,3,84,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",asking how to get a presale code -- corrected from heuristic SUBSCRIPTION_BILLING,False
CAND_0153,1366571,1366572,438117,"@SpotifyCares nah the payment is not pending, its been deducted","Customer: @117153 i have been verified for student account but my premium is yet to be active, and the $5 have been debited from my account. my username is uclawrence. thanks | SpotifyCares: @438117 Hey! If the payment shows as pending, this could explain things: https://t.co/fD7edjmoxr. Any questions, give us a shout /ND",SUBSCRIPTION_BILLING,,,representative,True,,5,63,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0154,1900609,1900609,566392,"@117153  

I was charged the annual subscription but the premin does not work for me",,SUBSCRIPTION_BILLING,,,representative,False,,2,84,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0155,1807209,1807209,542932,Thanks @115888 you guys didn't have my school as an option for the student premium but you still charged me $4.99. Tnx,,SUBSCRIPTION_BILLING,,,representative,False,,2,118,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0156,689585,689585,284784,"@115888 I am paying the full amount each month but I am a student with a NUS card, am I able to have this applied please? #student#music",,GENERAL_HOW_TO_INFO,,,representative,False,,2,136,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",QA CORRECTED (was SUBSCRIPTION_BILLING): 'am I able to have this applied' is an eligibility question with no stated charge dispute.,False
CAND_0157,765647,765647,302987,"@115888 I’m trying to update my payment method, but it keeps bringing me the student thing.. but I want premium. And am not a student",,APP_TECH_ISSUE,,tech_in_billing_flow,representative,False,,2,133,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was SUBSCRIPTION_BILLING): describes the payment-method flow incorrectly routing to a student-verification screen -- a technical flow error, not a billing dispute.",False
CAND_0158,560014,560014,250964,"@SpotifyCares please help me, i have a trouble joining the premium for family member. i forgot the exact address used, what should i do?",,ACCOUNT_ACCESS,,,representative,False,,3,136,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was SUBSCRIPTION_BILLING): the stated blocker is forgetting the account email/address used, an identity-recovery issue, not a billing dispute.",False
CAND_0159,1960584,1960584,581508,"@SpotifyCares my bfs Spotify works but mine doesn't and we are on a family plan , this is the second time this happened and you have no #",,APP_TECH_ISSUE,,,representative,False,,2,137,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was SUBSCRIPTION_BILLING): describes a malfunction (family-plan member's Spotify not working, recurring), not a billing dispute.",False
CAND_0160,2756263,2756263,748209,@SpotifyCares I'm having issues  getting premium for students,,SUBSCRIPTION_BILLING,,,representative,False,,2,61,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0161,2125232,2125232,625875,@115888 what do I gotta do to get the DVSN presale code? Outside of already paying a premium monthly service?,,UNKNOWN_OTHER,,,representative,False,irrelevant/off-topic,4,109,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",off-topic presale-code request unrelated to a Spotify support action -- corrected from heuristic SUBSCRIPTION_BILLING unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0162,2070027,2070027,612177,@SpotifyCares Yo didn't I see a commercial saying premium is 50% off w/  Capital One QuikSilver card? You're charging me full price.,,SUBSCRIPTION_BILLING,,,representative,False,,2,132,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0163,172534,172534,156324,@115888 @2069 Why do you have paypal as option to pay in US and not in Brazil?,,GENERAL_HOW_TO_INFO,,,representative,False,,2,78,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was SUBSCRIPTION_BILLING): asks why a payment method is unavailable by region -- an informational/geography question, no disputed charge stated.",False
CAND_0164,727009,727009,294147,@SpotifyCares I put my card details in to upgrade to Premium for a trial. I have now been charged for a years subscription! Please cancel.,,SUBSCRIPTION_BILLING,,,representative,False,,2,138,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0165,2310896,2310896,670204,@117153 I've been charged for premium family but am not getting it on my app; already tried updating app and logging out/ back in,,SUBSCRIPTION_BILLING,,,representative,False,,2,129,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0166,1875268,1875268,559821,@115888 I can’t log into my account. I am sure of my username etc yet it is telling my I am no associated with Spotify. What is going on?,,ACCOUNT_ACCESS,,,representative,False,,2,137,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0167,877450,877450,328298,@115888 for some reason it's saying my account isn't an active one 🤔 please help :-),,ACCOUNT_ACCESS,,,representative,False,,2,84,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0168,1705041,1705041,516800,@SpotifyCares I'm trying to update my account info. It refers me to make the change on Facebook but that info is up to date.,,ACCOUNT_ACCESS,,,representative,False,,2,124,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0169,2420496,2420496,483898,"@115888 Good morning, this morning my account is now set as free when I pay my Mobile Provider for the account (Fido.ca) What's wrong?",,SUBSCRIPTION_BILLING,,,representative,False,,2,134,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was ACCOUNT_ACCESS): account shows as Free despite active payment, matches the paid-entitlement-not-received pattern directly.",False
CAND_0170,2787996,2787996,778297,@SpotifyCares Hi guys! I am unable to access into my account and the screen says that I've been abroad for 14 days. What can I do to recover my account? Thanks.,,ACCOUNT_ACCESS,,,representative,False,,2,160,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0171,339556,339556,196548,"Hey @SpotifyCares , your email reset link that's sent in emails is FRENCH.",,ACCOUNT_ACCESS,,tech_in_billing_flow,representative,False,,2,74,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0172,1898838,1898839,565914,"@SpotifyCares Account, so you may need to update your payment details"" Then there's a button link to update my payment details?","Customer: @SpotifyCares I've had an email telling me payment has failed, however I've never signed up to pay for Spotify, can someone help urgently!!",SUBSCRIPTION_BILLING,,,representative,True,,3,127,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was ACCOUNT_ACCESS): fragment explicitly references being told to update payment details. NOTE: low-clarity/fragmentary candidate (appears to quote an in-app message) -- flagged for extra annotator attention, not replaced outright since the payment-details reference is concrete enough to interpret.",False
CAND_0173,2544113,2544113,723219,"@SpotifyCares if we use fb as spotify login acct, what happened if that fb acct is deleted? Would the acct still work well with the email that use for the fb acct? Thanks",,GENERAL_HOW_TO_INFO,,,representative,False,,2,170,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","hypothetical informational question, no current problem -- corrected from heuristic ACCOUNT_ACCESS",False
CAND_0174,1269717,1269717,417283,@115888 Hey! Please can someone help me upgrade to a multiple device account? #familyfightingoverspotify 😂,,SUBSCRIPTION_BILLING,,,representative,False,,3,106,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",wants to upgrade to a multi-device plan -- corrected from heuristic ACCOUNT_ACCESS,False
CAND_0175,2794551,2794551,779857,@SpotifyCares account won’t log in. Can’t access emails and change password. Please help,,ACCOUNT_ACCESS,,,representative,False,,2,88,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0176,1043550,1043550,366773,@SpotifyCares so my student discount has run for a year yet I’ve only just been found that out and I had no email I say it would go to £9.99 after that! and I’m in education for another 3 years so how can I get it again?,,GENERAL_HOW_TO_INFO,,,representative,False,,2,220,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0177,1471765,1471766,461628,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,"Customer: I'm having issues with your shuffle function on Android. If I have multiple artists in a playlist, shuffle isn't very random. @SpotifyCares",FEATURE_FEEDBACK,E,recommendation_personalization,representative,True,,7,150,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was GENERAL_HOW_TO_INFO): complaint about shuffle repeating one artist before randomizing -- an algorithmic-shuffle-behavior complaint per the guide's recommendation/personalization rule, not a how-to question.",False
CAND_0178,2653056,2653056,358962,How do I unlink my @115888 account from devices I don’t use?,,GENERAL_HOW_TO_INFO,,,representative,False,,4,60,QA-pass replacement candidate (seed=456 deterministic draw),"REPLACEMENT for tweet_id 758899 ('How do I fix this? They all have different names [image link]'): the original message's interpretability depends entirely on an image that cannot be verified, so a confident intent label could not be reliably assigned. New candidate is a self-contained, unambiguous how-to question needing no external image.",False
CAND_0179,1264086,1264086,297245,How to get your podcast on @115888 and how much does it cost? #podcasts,,GENERAL_HOW_TO_INFO,,,representative,False,,4,71,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0180,1160869,1160869,393118,"@SpotifyCares I just signed up for Premium Family, entered the wrong Zip code. Changed in FB, but did change in Spotify. How do I fix this?",,GENERAL_HOW_TO_INFO,,,representative,False,,3,139,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0181,563522,563522,251954,@SpotifyCares I see this great offer but how do I switch my account to it? No link in the add promo. https://t.co/FxLVuTyqUA,,GENERAL_HOW_TO_INFO,,,representative,False,,3,124,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0182,1794735,1794735,539309,@SpotifyCares Trouble moving Spot App to SD card... how to do on Samsung S5,,GENERAL_HOW_TO_INFO,,,representative,False,,2,75,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0183,2095103,2095103,127469,@125633 I know how to add a playlist to my profile but is it possible to create it as the artist and not as my personal account?,,ARTIST_SUPPORT,,artist_profile_metadata,representative,False,,2,128,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was GENERAL_HOW_TO_INFO): asks how to create a playlist 'as the artist' rather than as a personal account -- a creator-side workflow question, not a listener how-to question.",False
CAND_0184,492383,492383,232358,@3493 all my ads are in German how do I fix this?,,APP_TECH_ISSUE,,,representative,False,,4,49,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was GENERAL_HOW_TO_INFO): ads appearing in the wrong language is a localization malfunction, not a settings how-to question.",False
CAND_0185,2080754,2080754,615319,@115888 - my son has lost all account details &amp; his phone.  How do I cancel Premium plse as he's also broken his phone &amp; I'm paying for it!,,SUBSCRIPTION_BILLING,,,representative,False,,2,147,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was GENERAL_HOW_TO_INFO): explicit request to cancel Premium because the customer is paying for it -- a subscription-cancellation action, not a how-to question.",False
CAND_0186,1658868,1658868,506118,"@SpotifyCares Hi, is there a way to exclude songs in some certain languages from getting into my Discover weekly playlist?",,FEATURE_FEEDBACK,E,recommendation_personalization,representative,False,,4,122,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",QA CORRECTED (was GENERAL_HOW_TO_INFO): wants control over what appears in an algorithmic playlist -- a personalization-control request per the guide's explicit rule.,False
CAND_0187,2183058,2183063,639474,"@SpotifyCares I get that it’s a great showcase for new music and labels want their tracks on it, however, it would be great to still keep the mix of old, or give us another discover playlist for older/classic (not brand new) tracks. Happy with either option","Customer: @116130 Why no old music any more in my Discover Weekly playlist?  All/nearly all new stuff ☹️ | SpotifyCares: @639474 Hey, sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out Daily Mix in the meantime /JM | Customer: @SpotifyCares I know that, my point was that it used to be half year new music and half older songs that it thought I’d like, now it’s all new, every week | SpotifyCares: @639474 It actually depends on your listening habits. However, if you're also listening to other songs aside from new music, let us know /JM | Customer: @SpotifyCares I listen to new and old music and the playlist used to throw up a real mix of old and new but now it’s nearly all new, I’m not convinced my listening habits are to blame. Are you sure the power of record labels and pluggers isn’t a more likely reason?",FEATURE_FEEDBACK,E,recommendation_personalization,representative,True,,9,257,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was CONTENT_CATALOG): wants a second/alternate algorithmic discovery playlist for older music -- a personalization/behavior request, not a missing-content report.",False
CAND_0188,2175409,2175409,637765,@SpotifyCares why did 397 of my songs just decide to uninstall?,,APP_TECH_ISSUE,,,representative,False,,2,63,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",QA CORRECTED (was CONTENT_CATALOG): '397 of my songs just decide to uninstall' is a direct match to the guide's own 'downloaded songs keep disappearing' malfunction example.,False
CAND_0189,1453978,1453978,387828,Hey @115888 do jazz musicians a favour by adding a search category for jazz standards instead of dumping recordings of a tune in 'songs',,FEATURE_FEEDBACK,E,,representative,False,,2,136,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was CONTENT_CATALOG): wants a new search/browse category -- a product-behavior change per the guide's explicit 'new way to browse, sort, filter' -> FEATURE_FEEDBACK rule.",False
CAND_0190,2139004,2139004,629098,"@115888 why does my playlist start over every time I get out of my car , then leave again? #aggrivated",,APP_TECH_ISSUE,,,representative,False,,9,102,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",playlist unexpectedly resets -- corrected from heuristic CONTENT_CATALOG,False
CAND_0191,1876063,1876063,560061,"Hey @115888 , if I make a playlist of Blade Runner 2049 songs ""All About That Bass"" is not a thematically appropriate suggested song.",,FEATURE_FEEDBACK,,recommendation_personalization,representative,False,,3,133,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",algorithmic-recommendation-mismatch complaint -- corrected from heuristic CONTENT_CATALOG,False
CAND_0192,1250620,1250622,413413,@SpotifyCares Well when I try to play music it says it can't play at the moment And when it does play it plays 1 song then it stops after the song is over,Customer: @115888 Is being a bitch | SpotifyCares: @413413 Hey. This doesn't sound good. What issues are you having and on what device? We'll see what we can suggest /MG,APP_TECH_ISSUE,,,representative,True,,8,154,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",playback stops after one song -- corrected from heuristic CONTENT_CATALOG,False
CAND_0193,113822,113815,141280,@SpotifyCares I want A Button you press and then all the songs on your playlist change places randomly.,"Customer: @115888 can you please add a ""mix-button""? So you can mix the songs on you're playlist? | SpotifyCares: @141280 Hey Vincent, help has arrived! Can you tell us exactly what you'd like to do? We'll see what we can suggest /RK | Customer: @SpotifyCares I want A ""mix-button"" so the songs mix in your playlist. It's very tuff to change all the song by your shelf. It takes a long time. | SpotifyCares: @141280 Got it! If you're on Premium, you can play your awesome tunes randomly by turning on the shuffle button. Check out this link on how to find it, and more ways to play your awesome tunes: https://t.co/Um7DQ7RV6o. Hope this helps /LS | Customer: @SpotifyCares I mean so places of the songs changes. Do you understand? | SpotifyCares: @141280 Sorry for the confusion!  If you want to sort the songs in your playlist, you can find the steps here: https://t.co/5hjtm5AdqM. Is this what you were looking for? /LS | Customer: @SpotifyCares I mean that all the songs mixes when you press the ""mix-Burton"". It takes A long time to move them around by you Shelf. | Customer: @SpotifyCares Button* | SpotifyCares: @141280 Hmm. To make sure we're on the same page, do you want to sort your songs in a specific order? /LS",FEATURE_FEEDBACK,,,representative,True,,11,103,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",requests a new shuffle-button capability -- corrected from heuristic CONTENT_CATALOG,False
CAND_0194,250748,250748,175595,@SpotifyCares got a question. Does behind the lyrics work on samsung galaxy s5 ?,,GENERAL_HOW_TO_INFO,,,representative,False,,10,80,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",asking if a feature works on a specific device -- corrected from heuristic CONTENT_CATALOG,False
CAND_0195,2059817,2059817,536056,"Anyone or @115888 know why the plays on some tracks are ""&lt;1,000"" #ThingsThatMakeYouGoHmmm #spotify",,CONTENT_CATALOG,,,representative,False,,2,101,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0196,2747462,2747463,769323,Like what's the best song from The Cure - Bloodflowers @115888? Tell me.,Customer: Spotify should let you view song rankings at an album level. Popular section is awesome but 10 songs is not enough for artists with careers that span decades.,UNKNOWN_OTHER,,,representative,True,irrelevant/off-topic,3,72,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","casual chat request, not a support action -- corrected from heuristic CONTENT_CATALOG unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.",False
CAND_0197,1865839,1865839,557431,".@115888 Any idea why @38290's Track ""When You Come Back Down"" is unavailable?",,CONTENT_CATALOG,,,representative,False,,2,78,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0198,830834,830834,317844,@115888 I need the new st vincent album right nOW,,CONTENT_CATALOG,,,representative,False,,2,49,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0199,1526258,1526257,473999,"@SpotifyCares But still, if a normal playlist can have over 10,000 songs, why can’t the Songs section do the same?","Customer: Officially hit the arbitrary 10,000 song library limit in Spotify. Just don’t understand why they do things like this. @SpotifyCares | SpotifyCares: @473999 Hey there! We can see how that can be useful. You can vote for the official idea here: https://t.co/8OOl8B2i69 /LS | Customer: @SpotifyCares Noted and voted. I still use the old Starred playlist as well so it’s not the end of the world.",FEATURE_FEEDBACK,E,,representative,True,,5,114,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was CONTENT_CATALOG): wants the Songs-section size limit changed, matching the guide's 'Remove my music limits! It's dumb' -> FEATURE_FEEDBACK example directly.",False
CAND_0200,1942805,1942807,577674,"@SpotifyCares It’s usually okay, but now every 5 minutes or so random music blares out (on full volume) - for headphone users like me, it’s horrible.","Customer: @SpotifyCares could you please get rid of the (very) annoying adverts that play whilst I’m listening to music - it’s making me deaf. | SpotifyCares: @577674 Hey there! Ads help keep the Free service free. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /AR | Customer: @SpotifyCares Understood - but adverts playing simultaneously with the music just doesn’t work, and apparently this shouldn’t be occurring.",APP_TECH_ISSUE,,,representative,True,,13,149,QA-pass top-up candidate (seed=456 deterministic draw) to restore total to exactly 200 after a bug-fix collision reduced the count to 199.,,False
