"# guide_assessment is an audit opinion against the current guide, not a new gold label.",The existing_human_label column is the only authoritative label.,,,,,,,
example_id,tweet_id,existing_human_label,guide_assessment,status,basis_tier,rule_reference,notes,material_to_baseline
289,79439,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 289 in Edge Case 3 examples (line 573), stating it as UNKNOWN_OTHER",Guide directly cites this example by number.,
290,1268540,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
291,1522807,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
292,2043887,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
293,2908672,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 293 in FEATURE_FEEDBACK positive examples (line 295), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
294,79410,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
295,2744323,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
296,2861257,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
297,2983684,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
298,1076730,ARTIST_SUPPORT,ARTIST_SUPPORT,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 298 in ARTIST_SUPPORT positive examples (line 330), stating it as ARTIST_SUPPORT",Guide directly cites this example by number.,
299,1118200,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
300,1099893,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
